10.1.1.116,179.652333ms,73.125µs
10.1.1.114,254.372417ms,63.041µs
10.1.1.112,262.2755ms,61.875µs
10.1.1.112,262.701375ms,89.084µs
10.1.1.116,263.855417ms,237.125µs
10.1.1.113,282.689958ms,66.667µs
10.1.1.115,292.831291ms,782.375µs
10.1.1.114,292.648917ms,66.75µs
10.1.1.114,299.07275ms,46.042µs
10.1.1.116,310.977209ms,301.166µs
10.1.1.112,329.453ms,63.333µs
10.1.1.112,329.595584ms,103.667µs
10.1.1.114,338.433584ms,59.291µs
10.1.1.116,338.746209ms,83.417µs
10.1.1.113,339.203459ms,327.75µs
10.1.1.116,349.202917ms,166.5µs
10.1.1.111,362.256834ms,78µs
10.1.1.114,366.131041ms,50.375µs
10.1.1.112,366.341667ms,48.333µs
10.1.1.116,366.318542ms,42.959µs
10.1.1.116,366.562709ms,59.542µs
10.1.1.112,387.842833ms,31.458µs
10.1.1.115,387.890417ms,249.042µs
10.1.1.116,396.976875ms,66.625µs
10.1.1.114,402.166292ms,73.709µs
10.1.1.116,402.052458ms,61.917µs
10.1.1.116,402.276541ms,252.625µs
10.1.1.113,415.911875ms,77.541µs
10.1.1.115,424.904ms,189.625µs
10.1.1.116,437.079208ms,46.792µs
10.1.1.111,448.337542ms,79.333µs
10.1.1.112,467.9255ms,82.084µs
10.1.1.116,476.0315ms,54.75µs
10.1.1.116,503.822291ms,60.5µs
10.1.1.113,512.248375ms,232.041µs
10.1.1.113,580.1625ms,42.042µs
10.1.1.114,580.565958ms,4.006625ms
10.1.1.116,581.258167ms,182.334µs
10.1.1.112,583.436291ms,66.084µs
10.1.1.111,585.615625ms,80.667µs
10.1.1.112,645.041292ms,118.458µs
10.1.1.116,645.230542ms,42.417µs
10.1.1.113,645.022042ms,63.917µs
10.1.1.115,668.272709ms,50.708µs
10.1.1.113,689.169416ms,62.791µs
10.1.1.111,689.252792ms,102.458µs
10.1.1.116,689.427375ms,39.542µs
10.1.1.116,689.379375ms,7.469209ms
10.1.1.112,689.49775ms,40µs
10.1.1.113,695.713166ms,76.166µs
10.1.1.116,696.045083ms,72.875µs
10.1.1.111,720.277167ms,67.125µs
10.1.1.112,735.022167ms,73.875µs
10.1.1.115,735.108792ms,56.208µs
10.1.1.115,734.891583ms,45.958µs
10.1.1.112,778.951875ms,95.042µs
10.1.1.113,779.017791ms,87.125µs
10.1.1.112,789.040041ms,71.5µs
10.1.1.115,789.108708ms,75.375µs
10.1.1.112,796.798167ms,83.708µs
10.1.1.114,809.978041ms,54µs
10.1.1.114,809.966167ms,69.166µs
10.1.1.113,827.896417ms,243.5µs
10.1.1.112,841.842792ms,49.208µs
10.1.1.113,841.794709ms,289.25µs
10.1.1.113,842.000208ms,144.459µs
10.1.1.114,842.003042ms,52.375µs
10.1.1.112,845.846375ms,52.834µs
10.1.1.116,852.888583ms,116.167µs
10.1.1.112,863.421042ms,52.25µs
10.1.1.114,866.876417ms,138.084µs
10.1.1.116,881.09525ms,119.959µs
10.1.1.113,910.22775ms,917.417µs
10.1.1.112,635.644959ms,37.25µs
10.1.1.112,600.124416ms,172.916µs
10.1.1.115,667.074792ms,30.917µs
10.1.1.114,749.975542ms,63.875µs
10.1.1.115,667.046083ms,35.75µs
10.1.1.113,619.153708ms,42.042µs
10.1.1.111,631.489084ms,35.708µs
10.1.1.114,675.88375ms,78.25µs
10.1.1.113,938.449292ms,75µs
10.1.1.116,963.637625ms,115.917µs
10.1.1.116,746.807791ms,36.791µs
10.1.1.115,639.599583ms,81.833µs
10.1.1.113,1.01187175s,62.083µs
10.1.1.115,660.666708ms,78.666µs
10.1.1.113,684.978417ms,54.541µs
10.1.1.115,651.06775ms,61.625µs
10.1.1.113,675.914792ms,62.959µs
10.1.1.112,693.38475ms,39.625µs
10.1.1.114,705.813166ms,41.833µs
10.1.1.116,776.011583ms,59.833µs
10.1.1.114,710.820542ms,55.708µs
10.1.1.114,744.425125ms,65.292µs
10.1.1.115,704.689166ms,113.125µs
10.1.1.115,744.650625ms,77.792µs
10.1.1.115,655.832542ms,54.75µs
10.1.1.114,741.939791ms,48.958µs
10.1.1.113,793.197ms,16.575625ms
10.1.1.116,859.579542ms,39.25µs
10.1.1.113,790.695792ms,58.541µs
10.1.1.112,736.558959ms,31.5µs
10.1.1.111,669.2735ms,50.208µs
10.1.1.116,911.782083ms,174.875µs
10.1.1.113,561.940583ms,100.25µs
10.1.1.114,606.056333ms,99.917µs
10.1.1.113,640.014084ms,66.917µs
10.1.1.111,633.799125ms,54.709µs
10.1.1.112,523.116083ms,30.917µs
10.1.1.115,547.68575ms,49.708µs
10.1.1.113,591.703667ms,36.292µs
10.1.1.112,631.051083ms,99.417µs
